CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAÍS,AÑO MODELO,CLASE,SUB CLASE,TIPO,AVALÚO,FECHA PROCESO (DD/MM/AA),TIPO SERVICIO,CILINDRAJE,TIPO COMBUSTIBLE,FECHA COMPRA (DD/MM/AA),CANTÓN,COLOR 1,COLOR 2,PERSONA NATURAL - JURÍDICA
982854,9747546,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/10/2024,PAR,149,GASOLINA,12/1/2024,11201,NEG,NEG,NATURAL
982854,9747462,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,12/8/2024,11205,ROJ,ROJ,NATURAL
982854,9747678,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,12/7/2024,10927,PLO,PLO,NATURAL
982854,9748469,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,12/2/2024,10906,PLO,PLO,NATURAL
982854,9748472,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,11/29/2024,20206,PLO,PLO,NATURAL
982854,9747611,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,12/4/2024,11201,PLO,PLO,NATURAL
982854,9747546,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,12/1/2024,11201,NEG,NEG,NATURAL
982854,9747435,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,150,GASOLINA,12/11/2024,20306,NEG,NEG,NATURAL
982854,9747435,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,150,GASOLINA,12/11/2024,20306,NEG,NEG,NATURAL
982854,9747473,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/11/2024,PAR,149,GASOLINA,11/30/2024,10904,NEG,NEG,NATURAL
982854,9747626,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/11/2024,10927,PLO,PLO,NATURAL
982854,9748452,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/12/2024,11321,PLO,PLO,NATURAL
982854,9748521,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/12/2024,11321,PLO,PLO,NATURAL
982854,9748496,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/6/2024,10927,PLO,PLO,NATURAL
982854,9747486,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,11/30/2024,10927,NEG,NEG,NATURAL
982854,9748347,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/4/2024,10927,NEG,NEG,NATURAL
982854,9748307,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/1/2024,11201,NEG,NEG,NATURAL
982854,9748460,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/1/2024,11207,PLO,PLO,NATURAL
982854,9748326,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/3/2024,10927,NEG,NEG,NATURAL
982854,9747642,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/12/2024,PAR,149,GASOLINA,12/8/2024,11208,PLO,PLO,NATURAL
982854,9747470,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/11/2024,11207,NEG,NEG,NATURAL
982854,9747467,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/9/2024,22302,NEG,NEG,NATURAL
982854,9748560,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/7/2024,10901,PLO,PLO,NATURAL
982854,9748356,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/11/2024,11210,NEG,NEG,NATURAL
982854,9747482,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/12/2024,11207,NEG,NEG,NATURAL
982854,9748532,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/11/2024,10912,PLO,PLO,NATURAL
982854,9748356,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/11/2024,11210,NEG,NEG,NATURAL
982854,9747482,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/12/2024,11207,NEG,NEG,NATURAL
982854,9748532,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/13/2024,PAR,149,GASOLINA,12/11/2024,10912,PLO,PLO,NATURAL
982854,9748446,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/14/2024,PAR,149,GASOLINA,12/11/2024,11208,PLO,PLO,NATURAL
982854,9748458,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/15/2024,PAR,149,GASOLINA,12/10/2024,10927,PLO,PLO,NATURAL
982854,9748473,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/15/2024,PAR,149,GASOLINA,12/14/2024,10927,PLO,PLO,NATURAL
982854,9747654,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/15/2024,PAR,149,GASOLINA,12/6/2024,10927,PLO,PLO,NATURAL
982854,9748434,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/15/2024,PAR,149,GASOLINA,12/14/2024,11308,NEG,NEG,NATURAL
982854,9748275,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/6/2024,10927,NEG,NEG,NATURAL
982854,9747588,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,10927,PLO,PLO,NATURAL
982854,9747533,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,11321,NEG,NEG,NATURAL
982854,9747569,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/14/2024,10912,PLO,PLO,NATURAL
982854,9748382,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,11301,NEG,NEG,NATURAL
982854,9748448,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/13/2024,10701,PLO,PLO,NATURAL
982854,9747519,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,11321,NEG,NEG,NATURAL
982854,9747645,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,10906,PLO,PLO,NATURAL
982854,9748439,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,10701,NEG,NEG,NATURAL
982854,9747600,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,11321,PLO,PLO,NATURAL
982854,9748406,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/13/2024,10906,NEG,NEG,NATURAL
982854,9748428,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/15/2024,20304,NEG,NEG,NATURAL
982854,9748457,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/13/2024,10701,PLO,PLO,NATURAL
982854,9747506,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,11/30/2024,10927,NEG,NEG,NATURAL
982854,9748308,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/9/2024,20206,NEG,NEG,NATURAL
982854,9748553,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/16/2024,PAR,149,GASOLINA,12/7/2024,11201,PLO,PLO,NATURAL
982854,9747627,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/14/2024,11317,PLO,PLO,NATURAL
982854,9747585,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/12/2024,10927,PLO,PLO,NATURAL
982854,9748373,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/10/2024,10927,NEG,NEG,NATURAL
982854,9748466,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/8/2024,10901,PLO,PLO,NATURAL
982854,9747584,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/16/2024,10912,PLO,PLO,NATURAL
982854,9748274,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/17/2024,11301,NEG,NEG,JURIDICA
982854,9748425,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/15/2024,10901,NEG,NEG,NATURAL
982854,9748455,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/17/2024,20304,PLO,PLO,NATURAL
982854,9747558,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/16/2024,11321,NEG,NEG,NATURAL
982854,9747572,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/17/2024,PAR,149,GASOLINA,12/16/2024,10912,PLO,PLO,NATURAL
982854,9747471,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/18/2024,PAR,149,GASOLINA,12/17/2024,20101,NEG,NEG,NATURAL
982854,9748533,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/18/2024,PAR,149,GASOLINA,12/12/2024,11302,PLO,PLO,NATURAL
982854,9748539,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/18/2024,PAR,149,GASOLINA,12/17/2024,10901,PLO,PLO,NATURAL
982854,9748364,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/18/2024,PAR,149,GASOLINA,12/9/2024,11207,NEG,NEG,NATURAL
982854,9748551,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/19/2024,PAR,149,GASOLINA,12/18/2024,10912,PLO,PLO,NATURAL
982854,9747608,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/19/2024,PAR,149,GASOLINA,12/17/2024,11317,PLO,PLO,NATURAL
982854,9748316,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/19/2024,PAR,149,GASOLINA,12/18/2024,20304,NEG,NEG,NATURAL
982854,9746660,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/19/2024,PAR,149,GASOLINA,11/24/2024,11207,NEG,NEG,NATURAL
982854,9746660,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/19/2024,PAR,149,GASOLINA,11/24/2024,11207,NEG,NEG,NATURAL
982854,9748487,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/20/2024,PAR,149,GASOLINA,12/17/2024,10927,PLO,PLO,NATURAL
982854,9748443,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/20/2024,PAR,149,GASOLINA,12/20/2024,10901,NEG,,NATURAL
982854,9748427,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/20/2024,PAR,149,GASOLINA,12/17/2024,10927,NEG,NEG,NATURAL
982854,9746639,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/20/2024,PAR,149,GASOLINA,12/14/2024,11207,NEG,NEG,NATURAL
982854,9747596,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/20/2024,PAR,149,GASOLINA,12/17/2024,10901,PLO,PLO,NATURAL
982854,9748269,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/21/2024,PAR,149,GASOLINA,12/18/2024,10912,NEG,NEG,NATURAL
982854,9748272,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/21/2024,PAR,149,GASOLINA,12/20/2024,11201,NEG,NEG,NATURAL
982854,9746670,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/21/2024,PAR,149,GASOLINA,12/18/2024,31601,NEG,NEG,NATURAL
982854,9748304,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/21/2024,PAR,149,GASOLINA,12/20/2024,31501,NEG,,NATURAL
982854,9747483,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/21/2024,PAR,149,GASOLINA,12/21/2024,11301,NEG,NEG,NATURAL
982854,9748362,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/21/2024,10906,NEG,NEG,NATURAL
982854,9747666,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/21/2024,10701,PLO,PLO,NATURAL
982854,9748296,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/22/2024,31501,NEG,,NATURAL
982854,9748362,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/21/2024,10906,NEG,NEG,NATURAL
982854,9747666,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/21/2024,10701,PLO,PLO,NATURAL
982854,9748296,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/22/2024,31501,NEG,,NATURAL
982854,9747444,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/24/2024,PAR,149,GASOLINA,12/23/2024,11201,ROJ,ROJ,NATURAL
982854,9747534,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/25/2024,PAR,149,GASOLINA,12/24/2024,10701,NEG,NEG,NATURAL
982854,9748413,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/25/2024,PAR,149,GASOLINA,12/24/2024,11308,NEG,,NATURAL
982854,9746646,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/25/2024,PAR,149,GASOLINA,12/24/2024,21004,NEG,,NATURAL
982854,9748433,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/25/2024,PAR,149,GASOLINA,12/24/2024,20304,NEG,NEG,NATURAL
982854,9747513,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/25/2024,PAR,149,GASOLINA,12/24/2024,11302,NEG,,NATURAL
982854,9747633,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/27/2024,PAR,149,GASOLINA,12/26/2024,10918,PLO,,NATURAL
982854,9746669,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/28/2024,PAR,149,GASOLINA,12/22/2024,11213,NEG,,NATURAL
982854,9748289,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/28/2024,PAR,149,GASOLINA,12/26/2024,11213,NEG,,NATURAL
982854,9748283,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/29/2024,10906,NEG,,NATURAL
982854,9748383,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/28/2024,10709,NEG,,NATURAL
982854,9748398,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/28/2024,11201,NEG,,NATURAL
982854,9748283,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/29/2024,10906,NEG,,NATURAL
982854,9748383,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/28/2024,10709,NEG,,NATURAL
982854,9748398,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/28/2024,11201,NEG,,NATURAL
982854,9747809,COMPRA LOCAL,SHINERAY,IRONMAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1123.49,12/30/2024,PAR,149,GASOLINA,12/30/2024,10908,NEG,,NATURAL
982851,9762108,COMPRA LOCAL,CHANGAN,CS55 PLUS AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,29999,11/28/2024,PAR,1494,GASOLINA,11/27/2024,21701,PLO,PLO,NATURAL
982851,9762105,COMPRA LOCAL,CHANGAN,CS55 PLUS AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,29999,12/2/2024,PAR,1494,GASOLINA,11/30/2024,21701,PLO,PLO,NATURAL
982851,9787518,COMPRA LOCAL,CHANGAN,CS55 PLUS AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,29999,12/10/2024,PAR,1494,GASOLINA,12/9/2024,21701,BLA,BLA,NATURAL
982851,9787518,COMPRA LOCAL,CHANGAN,CS55 PLUS AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,29999,12/10/2024,PAR,1494,GASOLINA,12/9/2024,21701,BLA,BLA,NATURAL
982851,9787521,COMPRA LOCAL,CHANGAN,CS55 PLUS AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,29999,12/18/2024,PAR,1494,GASOLINA,12/18/2024,10901,PLO,PLO,JURIDICA
982851,9787521,COMPRA LOCAL,CHANGAN,CS55 PLUS AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,29999,12/19/2024,PAR,1494,GASOLINA,12/18/2024,10901,PLO,PLO,JURIDICA
982850,9762104,COMPRA LOCAL,CHANGAN,CS55 PLUS ELITE AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,28999,12/17/2024,PAR,1494,GASOLINA,12/17/2024,21701,PLO,,NATURAL
982850,9762104,COMPRA LOCAL,CHANGAN,CS55 PLUS ELITE AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,28999,12/17/2024,PAR,1494,GASOLINA,12/17/2024,21701,PLO,,NATURAL
982850,9762101,COMPRA LOCAL,CHANGAN,CS55 PLUS ELITE AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,28999,12/19/2024,PAR,1494,GASOLINA,12/19/2024,10901,NEG,NEG,NATURAL
982850,9762101,COMPRA LOCAL,CHANGAN,CS55 PLUS ELITE AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,28999,12/20/2024,PAR,1494,GASOLINA,12/19/2024,10901,NEG,NEG,NATURAL
982850,9762101,COMPRA LOCAL,CHANGAN,CS55 PLUS ELITE AC 1.5 5P 4X2 TA,CHINA POPULAR,2025,JEEP,JEEP,LIVIANO,28999,12/20/2024,PAR,1494,GASOLINA,12/19/2024,10901,NEG,NEG,NATURAL
982848,9768678,IMPORTACIÓN DIRECTA,JEEP,COMPASS AC 2.0 5P 4X4 TA,MEXICO,2024,JEEP,JEEP,LIVIANO,54078.12,12/9/2024,PAR,2000,GASOLINA,11/26/2024,22301,NEG,NEG,NATURAL
982845,9748566,IMPORTACIÓN DIRECTA,JEEP,WRANGLER UNLIMITED WILLYS AC 3.0 5P 4X4 TA DIESEL,ESTADOS UNIDOS,2021,JEEP,JEEP,LIVIANO,16109.37,11/20/2024,PAR,3000,DIESEL,11/13/2024,21707,NEG,NEG,NATURAL
982845,9748566,IMPORTACIÓN DIRECTA,JEEP,WRANGLER UNLIMITED WILLYS AC 3.0 5P 4X4 TA DIESEL,ESTADOS UNIDOS,2021,JEEP,JEEP,LIVIANO,16109.37,11/20/2024,PAR,3000,DIESEL,11/13/2024,21707,NEG,NEG,NATURAL
982554,9740658,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1452.47,11/10/2024,PAR,250,GASOLINA,10/30/2024,10904,AZU,AZU,NATURAL
982554,9740532,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1452.47,11/10/2024,PAR,250,GASOLINA,11/9/2024,10701,ROJ,ROJ,NATURAL
