CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAÍS,AÑO MODELO,CLASE,SUB CLASE,TIPO,AVALÚO,FECHA PROCESO (DD/MM/AA),TIPO SERVICIO,CILINDRAJE,TIPO COMBUSTIBLE,FECHA COMPRA (DD/MM/AA),CANTÓN,COLOR 1,COLOR 2,PERSONA NATURAL - JURÍDICA
986481,9503397,COMPRA LOCAL,SDAC WEICHAI,K1-3300 AC 2.3 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,PLATAFORMA-C,PESADO,28015,12/9/2024,PAR,2290,DIESEL,10/31/2024,10701,BLA,,JURIDICA
986462,9809390,COMPRA LOCAL,TUKO,TK CR5 GT 4V,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,2750,12/28/2024,PAR,250,GASOLINA,12/26/2024,20115,ROJ,,NATURAL
986460,9682461,COMPRA LOCAL,HINO,XZU730L-WKFRL3 AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,2025,CAMION,CAJON-C,PESADO,45490,12/2/2024,PAR,4009,DIESEL,11/30/2024,10911,BLA,,JURIDICA
986448,9541458,COMPRA LOCAL,HINO,XZU710L-WKFQL3 BLINDADO AC 4.0 2P 4X2 TM DIESEL,COLOMBIA,2025,ESPECIAL,BLINDADO,PESADO,89245.25,10/1/2024,PAR,4009,DIESEL,9/30/2024,10901,BLA,,JURIDICA
986159,9641687,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS AC 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,45990,9/30/2024,ALQ,3907,DIESEL,9/6/2024,20606,PLA,ANA,NATURAL
985868,9806057,COMPRA LOCAL,PORSCHE,CAYENNE E-HYBRID COUPE AC 3.0 5P 4X4 TA HYBRID,ESLOVAQUIA,2025,JEEP,HIBRIDO-J,LIVIANO,133990,12/19/2024,PAR,2995,HIBRIDO_GASOLINA_BATERIAS,12/19/2024,10901,PLO,PLO,JURIDICA
985860,9818591,COMPRA LOCAL,HYUNDAI,TUCSON NX4E L AC 2.0 5P 4X2 TM,REPUBLICA CHECA,2025,JEEP,JEEP,LIVIANO,27890,12/30/2024,PAR,1999,GASOLINA,12/30/2024,21801,BLA,,NATURAL
985760,9544835,COMPRA LOCAL,HINO,FS1ELSD-MAX AC 12.9 2P 6X4 TM DIESEL,JAPON,2025,VOLQUETA,VOLQUETA,PESADO,159750,10/25/2024,ALQ,12913,DIESEL,10/24/2024,21101,AMA,,NATURAL
985760,9544836,COMPRA LOCAL,HINO,FS1ELSD-MAX AC 12.9 2P 6X4 TM DIESEL,JAPON,2025,VOLQUETA,VOLQUETA,PESADO,159750,10/25/2024,ALQ,12913,DIESEL,10/24/2024,31905,AMA,,NATURAL
985758,9810780,COMPRA LOCAL,RENAULT,125FY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,946.15,12/26/2024,PAR,125,GASOLINA,12/24/2024,10701,NEG,,NATURAL
985566,9801504,IMPORTACIÓN DIRECTA,,DUSTER AC 2.0 5P 4X2 TM,COLOMBIA,2020,JEEP,JEEP,LIVIANO,3280.78,12/23/2024,PAR,1998,GASOLINA,12/5/2024,21701,PLA,,NATURAL
985565,9385631,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,4/29/2024,ALQ,3907,DIESEL,3/28/2024,31905,AMA,AMA,JURIDICA
985565,9385632,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,4/29/2024,ALQ,3907,DIESEL,3/29/2024,31905,AMA,AMA,JURIDICA
985565,9385634,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,4/29/2024,ALQ,3907,DIESEL,3/29/2024,31905,AMA,AMA,JURIDICA
985565,9420305,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,4/29/2024,ALQ,3907,DIESEL,6/4/2024,31905,AMA,AMA,NATURAL
985565,9385635,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,4/29/2024,ALQ,3907,DIESEL,3/29/2024,31905,AMA,NEG,NATURAL
985565,9385637,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,4/29/2024,ALQ,3907,DIESEL,3/29/2024,31905,AMA,AMA,JURIDICA
985565,9420305,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,6/26/2024,ALQ,3907,DIESEL,6/4/2024,31905,AMA,AMA,NATURAL
985565,9385637,COMPRA LOCAL,HYUNDAI,HD78 BARE MICROBUS 3.9 2P 4X2 TM DIESEL,ECUADOR,2025,OMNIBUS,BUS,PESADO,71990,12/2/2024,ALQ,3907,DIESEL,3/29/2024,31905,AMA,AMA,JURIDICA
985263,9803877,COMPRA LOCAL,SUZUKI,GSXR600,ESTADOS UNIDOS,2025,MOTOCICLETA,PASEO,LIVIANO,15054,12/30/2024,PAR,599,GASOLINA,12/26/2024,21701,NEG,,NATURAL
985251,9808385,IMPORTACIÓN DIRECTA,HONDA,CRV AC 2.4 5P 4X2 TA,ESTADOS UNIDOS,2011,JEEP,JEEP,LIVIANO,1233.24,12/23/2024,PAR,2400,GASOLINA,12/23/2024,10901,BLA,,NATURAL
985247,9491918,COMPRA LOCAL,HINO,AK8JRSA CON RETARD AC 7.7 2P 4X2 TM DIESEL,JAPON,2025,OMNIBUS,BUS,PESADO,166990.01,11/15/2024,ALQ,7684,DIESEL,11/14/2024,20501,NEG,NEG,NATURAL
985101,9553803,COMPRA LOCAL,JAC,HFC1063KN FURGON REFRIGERADO AC 4.5 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,FURGON-C,PESADO,38765,10/4/2024,PAR,4460,DIESEL,9/30/2024,20505,BLA,BLA,NATURAL
985097,9794763,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/12/2024,PAR,150,GASOLINA,12/12/2024,11201,PLO,PLO,NATURAL
985097,9794763,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/12/2024,PAR,150,GASOLINA,12/12/2024,11201,PLO,PLO,NATURAL
985097,9794780,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/13/2024,PAR,150,GASOLINA,12/12/2024,10901,ROJ,ROJ,NATURAL
985097,9794759,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/15/2024,PAR,150,GASOLINA,12/14/2024,10901,ROJ,ROJ,NATURAL
985097,9794790,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/17/2024,PAR,150,GASOLINA,12/16/2024,10901,ROJ,ROJ,NATURAL
985097,9798887,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/18/2024,PAR,150,GASOLINA,12/17/2024,20304,ROJ,,NATURAL
985097,9798686,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/18/2024,PAR,150,GASOLINA,12/17/2024,10701,PLO,PLO,NATURAL
985097,9798896,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/18/2024,PAR,150,GASOLINA,12/17/2024,10709,PLO,,NATURAL
985097,9799043,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/18/2024,PAR,150,GASOLINA,12/17/2024,10701,PLO,PLO,NATURAL
985097,9794925,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/19/2024,PAR,150,GASOLINA,12/18/2024,22301,ROJ,,NATURAL
985097,9794784,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/19/2024,PAR,150,GASOLINA,12/18/2024,12402,PLO,,NATURAL
985097,9794784,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/19/2024,PAR,150,GASOLINA,12/18/2024,12402,PLO,,NATURAL
985097,9794789,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/20/2024,PAR,150,GASOLINA,12/18/2024,11201,PLO,,NATURAL
985097,9794778,COMPRA LOCAL,TUKO,TRICKSTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1350,12/21/2024,PAR,150,GASOLINA,12/18/2024,11201,PLO,PLO,NATURAL
984960,9676823,COMPRA LOCAL,FUSO,CANTER FE84PE6SLNRA AC 3.9 2P 4X2 TM DIESEL,JAPON,2025,CAMION,CAJON-C,PESADO,34290,11/28/2024,PAR,3907,DIESEL,11/28/2024,10927,BLA,BLA,JURIDICA
984960,9676818,COMPRA LOCAL,FUSO,CANTER FE84PE6SLNRA AC 3.9 2P 4X2 TM DIESEL,JAPON,2025,CAMION,CAJON-C,PESADO,34290,12/7/2024,PAR,3907,DIESEL,12/7/2024,21709,BLA,BLA,NATURAL
984953,9818778,COMPRA LOCAL,MERCEDES BENZ,GT 63 AMG S E PERFORMANCE AC 4.0 3P 4X4 TA HYBRID,ALEMANIA,2025,AUTOMOVIL,HIBRIDO-A,LIVIANO,246990,12/30/2024,PAR,3982,HIBRIDO_GASOLINA_BATERIAS,12/30/2024,21701,NEG,,JURIDICA
984659,9562802,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984659,9562803,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984659,9385785,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984659,9385788,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984659,9385790,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984659,9385784,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984659,9562800,COMPRA LOCAL,JAC,HFC1160KR1 RECOLECTOR AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,RECOLECTOR,PESADO,136640,11/14/2024,PAR,7755,DIESEL,10/26/2024,10910,BLA,BLA,JURIDICA
984653,9336153,COMPRA LOCAL,DONGFENG,EQ1041S3CDC AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,2025,CAMION,CAJON-C,PESADO,20610,11/14/2024,ALQ,2953,DIESEL,11/13/2024,20601,BLA,VRD,NATURAL
984650,9803634,COMPRA LOCAL,LEAPMOTOR,C11 AC 5P 4X2 TA EV,CHINA POPULAR,2025,JEEP,ELECTRICO-J,LIVIANO,43990,12/23/2024,PAR,0,ELECTRICO,12/20/2024,21701,NEG,,JURIDICA
984650,9803636,COMPRA LOCAL,LEAPMOTOR,C11 AC 5P 4X2 TA EV,CHINA POPULAR,2025,JEEP,ELECTRICO-J,LIVIANO,43990,12/23/2024,PAR,0,ELECTRICO,12/20/2024,21701,BLA,BLA,NATURAL
984650,9803637,COMPRA LOCAL,LEAPMOTOR,C11 AC 5P 4X2 TA EV,CHINA POPULAR,2025,JEEP,ELECTRICO-J,LIVIANO,43990,12/23/2024,PAR,0,ELECTRICO,12/23/2024,21701,PLA,PLA,JURIDICA
984518,9803607,COMPRA LOCAL,LEAPMOTOR,C10 AC 5P 4X2 TA EV,CHINA POPULAR,2025,JEEP,ELECTRICO-J,LIVIANO,36990,12/24/2024,PAR,0,ELECTRICO,12/24/2024,21707,PLO,PLO,NATURAL
984518,9803607,COMPRA LOCAL,LEAPMOTOR,C10 AC 5P 4X2 TA EV,CHINA POPULAR,2025,JEEP,ELECTRICO-J,LIVIANO,36990,12/27/2024,PAR,0,ELECTRICO,12/24/2024,21707,PLO,PLO,NATURAL
984516,9792218,COMPRA LOCAL,NISSAN,FRONTIER S AC 2.5 CS 4X2 TM,MEXICO,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,29990,12/16/2024,PAR,2488,GASOLINA,12/16/2024,21701,PLO,PLO,JURIDICA
984516,9792219,COMPRA LOCAL,NISSAN,FRONTIER S AC 2.5 CS 4X2 TM,MEXICO,2025,CAMIONETA,CABINA SIMPLE,LIVIANO,29990,12/16/2024,PAR,2488,GASOLINA,12/16/2024,21701,PLA,PLA,JURIDICA
984513,9786543,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/6/2024,PAR,150,GASOLINA,12/3/2024,11201,ROJ,ROJ,NATURAL
984513,9786587,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/11/2024,PAR,150,GASOLINA,12/3/2024,10927,ROJ,ROJ,NATURAL
984513,9786555,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/11/2024,PAR,150,GASOLINA,12/8/2024,22302,ROJ,ROJ,NATURAL
984513,9786540,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/12/2024,PAR,150,GASOLINA,12/7/2024,10904,ROJ,ROJ,NATURAL
984513,9786554,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/18/2024,PAR,150,GASOLINA,12/17/2024,10901,ROJ,,NATURAL
984513,9786537,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/18/2024,PAR,150,GASOLINA,12/9/2024,10901,ROJ,ROJ,NATURAL
984513,9785711,COMPRA LOCAL,TUKO,TKZ-150,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1590,12/20/2024,PAR,150,GASOLINA,12/15/2024,10901,ROJ,ROJ,NATURAL
984512,9798663,COMPRA LOCAL,TUKO,TK 7 150,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1500,12/23/2024,PAR,150,GASOLINA,12/23/2024,10801,ROJ,,NATURAL
984512,9798663,COMPRA LOCAL,TUKO,TK 7 150,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1500,12/23/2024,PAR,150,GASOLINA,12/23/2024,10801,ROJ,,NATURAL
984503,9781889,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/3/2024,PAR,200,GASOLINA,12/2/2024,10709,ROJ,ROJ,NATURAL
984503,9781884,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/4/2024,PAR,200,GASOLINA,12/2/2024,10901,VRD,,NATURAL
984503,9781895,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/4/2024,PAR,200,GASOLINA,11/30/2024,20304,VRD,VRD,NATURAL
984503,9781929,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/4/2024,PAR,200,GASOLINA,11/28/2024,20304,ANA,ANA,NATURAL
984503,9781923,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/4/2024,PAR,200,GASOLINA,12/3/2024,10927,ROJ,ROJ,NATURAL
984503,9781890,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/5/2024,PAR,200,GASOLINA,12/4/2024,10708,VRD,VRD,NATURAL
984503,9781932,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/5/2024,PAR,200,GASOLINA,12/5/2024,20304,VRD,VRD,NATURAL
984503,9781962,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/5/2024,PAR,200,GASOLINA,11/26/2024,20304,ROJ,,NATURAL
984503,9784892,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/5/2024,PAR,200,GASOLINA,11/26/2024,22301,ROJ,ROJ,NATURAL
984503,9781935,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/6/2024,PAR,200,GASOLINA,12/3/2024,20304,ROJ,ROJ,NATURAL
984503,9781922,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/6/2024,PAR,200,GASOLINA,12/4/2024,20304,ROJ,ROJ,NATURAL
984503,9781976,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/6/2024,PAR,200,GASOLINA,12/6/2024,11205,ROJ,ROJ,NATURAL
984503,9781977,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/7/2024,PAR,200,GASOLINA,12/6/2024,20304,VRD,VRD,NATURAL
984503,9781920,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/8/2024,PAR,200,GASOLINA,12/7/2024,20304,ANA,ANA,NATURAL
984503,9784889,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/9/2024,PAR,200,GASOLINA,12/4/2024,22301,AZU,AZU,NATURAL
984503,9781913,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/10/2024,PAR,200,GASOLINA,12/9/2024,20304,VRD,VRD,NATURAL
984503,9793827,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/11/2024,PAR,200,GASOLINA,12/10/2024,10709,VRD,VRD,NATURAL
984503,9793823,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/11/2024,PAR,200,GASOLINA,12/10/2024,10709,AZU,AZU,NATURAL
984503,9797274,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/13/2024,PAR,200,GASOLINA,12/12/2024,10709,AZU,AZU,NATURAL
984503,9793826,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/16/2024,PAR,200,GASOLINA,12/15/2024,10709,ROJ,ROJ,NATURAL
984503,9800604,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/17/2024,PAR,200,GASOLINA,12/14/2024,10709,VRD,VRD,NATURAL
984503,9800606,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/17/2024,PAR,200,GASOLINA,12/14/2024,10709,VRD,VRD,NATURAL
984503,9781902,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/17/2024,PAR,200,GASOLINA,12/17/2024,10709,VRD,NEG,NATURAL
984503,9784890,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/18/2024,PAR,200,GASOLINA,12/16/2024,22301,ROJ,,NATURAL
984503,9806414,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/19/2024,PAR,200,GASOLINA,12/17/2024,20304,VRD,VRD,NATURAL
984503,9781979,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/21/2024,PAR,200,GASOLINA,12/21/2024,20304,VRD,VRD,NATURAL
984503,9781979,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/21/2024,PAR,200,GASOLINA,12/21/2024,20304,VRD,VRD,NATURAL
984503,9781904,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/23/2024,PAR,200,GASOLINA,12/23/2024,10707,ROJ,ROJ,NATURAL
984503,9781905,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/23/2024,PAR,200,GASOLINA,12/23/2024,10707,VRD,VRD,NATURAL
984503,9781980,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/26/2024,PAR,200,GASOLINA,12/23/2024,20502,ROJ,ROJ,NATURAL
984503,9781937,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/26/2024,PAR,200,GASOLINA,12/26/2024,20304,ROJ,ROJ,NATURAL
984503,9781937,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/26/2024,PAR,200,GASOLINA,12/26/2024,20304,ROJ,ROJ,NATURAL
984503,9781928,COMPRA LOCAL,RANGER,200RY,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1297.42,12/28/2024,PAR,200,GASOLINA,12/26/2024,20304,ROJ,,NATURAL
984354,9783744,COMPRA LOCAL,CHEVROLET,NMR 613 EIII 3.0 2P 4X2 TM DIESEL CN,JAPON,2025,CAMION,CAMION,PESADO,31930,12/26/2024,PAR,2999,DIESEL,12/26/2024,21701,BLA,,NATURAL
984353,9420102,COMPRA LOCAL,JAC,HFC1140KR1 CANASTILLA AC 7.8 2P 4X2 TM DIESEL,CHINA POPULAR,2025,ESPECIAL,CANASTILLA,PESADO,61560.32,11/27/2024,ALQ,7755,DIESEL,10/23/2024,21701,VRD,,NATURAL
983916,9795416,IMPORTACIÓN DIRECTA,JEEP,WRANGLER UNLIMITED AC 2.0 5P 4X4 TA,ESTADOS UNIDOS,2021,JEEP,JEEP,LIVIANO,21603.76,12/18/2024,PAR,2000,GASOLINA,12/10/2024,20101,PLO,PLO,NATURAL
983912,9771150,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/1/2024,PAR,200,GASOLINA,11/28/2024,22301,NEG,NEG,NATURAL
983912,9771153,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/3/2024,PAR,200,GASOLINA,12/2/2024,21701,NEG,,NATURAL
983912,9771521,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/3/2024,PAR,200,GASOLINA,12/2/2024,10927,PLO,PLO,NATURAL
983912,9771098,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/4/2024,PAR,200,GASOLINA,12/3/2024,11308,NEG,NEG,NATURAL
983912,9771609,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/4/2024,PAR,200,GASOLINA,12/3/2024,20101,PLO,PLO,NATURAL
983912,9771083,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/5/2024,PAR,200,GASOLINA,12/1/2024,21001,PLO,PLO,NATURAL
983912,9770660,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/5/2024,PAR,200,GASOLINA,12/5/2024,11321,PLO,PLO,NATURAL
983912,9771149,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/5/2024,PAR,200,GASOLINA,12/1/2024,20401,NEG,NEG,NATURAL
983912,9771306,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/7/2024,PAR,200,GASOLINA,12/6/2024,20601,NEG,NEG,NATURAL
983912,9771071,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/10/2024,PAR,200,GASOLINA,12/9/2024,10927,PLO,PLO,NATURAL
983912,9779376,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/10/2024,PAR,200,GASOLINA,12/2/2024,11210,PLO,PLO,NATURAL
983912,9770666,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/13/2024,PAR,200,GASOLINA,12/3/2024,11208,NEG,NEG,NATURAL
983912,9789719,COMPRA LOCAL,TUKO,TK-CR3 MAX,CHINA POPULAR,2025,MOTOCICLETA,PASEO,LIVIANO,1850,12/13/2024,PAR,200,GASOLINA,12/12/2024,31901,PLO,PLO,NATURAL
